dataset_name,client_num,n_estimators_client,num_rounds,xgb_max_depth,CNN_lr,best_res,best_res_round_num,num_iterations,method,source_file,subsample,learning_rate,colsample_bylevel,colsample_bynode,colsample_bytree,alpha,gamma,num_parallel_tree,min_child_weight,result_train,result_test,round,test_loss,test_accuracy,dtype,input,output,ulperrortol,seed, 0x0, 0xdeadbeaf
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,76.0,1.0854287546151762,60.698646496815286,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,77.0,1.0851742473377544,61.26592356687898,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,78.0,1.0862012729523287,61.36544585987261,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,79.0,1.1148166667883563,60.22093949044586,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,80.0,1.0971778228784064,60.70859872611465,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,81.0,1.0647296415772407,62.72890127388535,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,82.0,1.0911882041366237,61.71377388535032,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,83.0,1.062179809542978,62.55971337579618,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,84.0,1.049756531882438,63.38574840764331,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,85.0,1.0215218663215635,64.23168789808918,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,86.0,1.0301199035280069,63.92316878980892,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,87.0,1.0168022737381563,64.46058917197452,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,88.0,1.03384304616102,63.72412420382165,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,89.0,1.035285537030287,63.90326433121019,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,90.0,1.012779917686608,64.93829617834395,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,91.0,1.0360536062793366,64.32125796178345,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,92.0,0.987304649535258,65.74442675159236,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,93.0,0.9841956082423022,65.76433121019109,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,94.0,0.9719877189891354,66.53065286624204,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,95.0,0.9937677204988564,66.20222929936305,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,96.0,0.9614188940661728,66.75955414012739,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,97.0,0.9459627004945356,67.63535031847134,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,98.0,0.9486434725439472,68.05334394904459,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,99.0,0.945026498311644,68.04339171974522,,,,,,,
,,,,,,,,,unknown,baselines/fednova/fednova/results/proximal_fednova_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,100.0,0.971749046805558,66.86902866242038,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,1.0,2.3261282018795133,9.952229299363058,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,2.0,2.344807527627155,9.96218152866242,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,3.0,2.286354875868293,17.41640127388535,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,4.0,2.2756532802703275,18.939092356687897,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,5.0,2.258827645307893,22.969745222929937,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,6.0,2.195717693893773,23.34792993630573,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,7.0,2.192596669409685,23.79578025477707,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,8.0,2.124985895339091,24.34315286624204,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,9.0,2.064679893718404,25.019904458598727,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,10.0,2.036881036059872,25.298566878980893,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,11.0,2.0319249349035275,25.179140127388536,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,12.0,1.9643333535285512,26.81130573248408,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,13.0,1.95663742578713,27.348726114649683,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,14.0,1.891623048266028,29.23964968152866,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,15.0,1.8818028603389765,29.29936305732484,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,16.0,1.927175877959865,27.19944267515924,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,17.0,1.830762740153416,29.667595541401276,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,18.0,1.8860216512801544,28.592754777070063,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,19.0,1.8106606006622317,30.672770700636946,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,20.0,1.842534317332468,29.88654458598726,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,21.0,1.8338072345514969,30.294585987261147,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,22.0,1.8242379723081164,31.7078025477707,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,23.0,1.779010308775932,32.42436305732484,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,24.0,1.7597520898102197,32.69307324840764,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,25.0,1.7515804957432353,33.48925159235669,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,26.0,1.7405321909363862,34.49442675159236,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,27.0,1.748784697739182,34.583996815286625,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,28.0,1.7482100937776506,35.031847133757964,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,29.0,1.698432469064263,36.086783439490446,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,30.0,1.684297588980122,36.46496815286624,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,31.0,1.6979818047991224,37.3109076433121,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,32.0,1.664109163223558,36.52468152866242,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,33.0,1.680640135601068,38.00756369426752,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,34.0,1.6758690708002466,37.28105095541401,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,35.0,1.6811399201678623,38.19665605095541,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,36.0,1.6676196376229548,37.60947452229299,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,37.0,1.6685638291061304,39.0625,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,38.0,1.608441377141673,40.10748407643312,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,39.0,1.5764115297110977,41.222133757961785,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,40.0,1.5995785749641953,39.82882165605096,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,41.0,1.6082524744568356,41.21218152866242,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,42.0,1.576624083670841,41.38136942675159,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,43.0,1.5913445569907023,41.96855095541401,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,44.0,1.539028661266254,42.82444267515923,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,45.0,1.546350092644904,42.99363057324841,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,46.0,1.5145688664381671,44.03861464968153,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,47.0,1.528316251791207,44.80493630573248,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,48.0,1.50755170727991,44.95421974522293,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,49.0,1.5843883851531204,43.83957006369427,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,50.0,1.4800822309627657,46.28781847133758,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,51.0,1.426861801724525,47.78065286624204,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,52.0,1.4513222396753396,47.46218152866242,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,53.0,1.4141722006402957,47.59156050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,54.0,1.4617737410174814,47.37261146496815,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,55.0,1.4214916510187137,47.95979299363057,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,56.0,1.3889910066203706,49.29339171974522,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,57.0,1.3659772508463282,49.53224522292994,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,58.0,1.4268569392003831,49.24363057324841,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,59.0,1.40575153129116,48.42754777070064,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,60.0,1.395666372244525,49.78105095541401,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,61.0,1.3706199204086498,51.21417197452229,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,62.0,1.3108918754158505,51.323646496815286,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,63.0,1.3571762340084004,52.18949044585988,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,64.0,1.335791998608097,51.87101910828026,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,65.0,1.341822493607831,52.19944267515923,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,66.0,1.3240352299562683,52.886146496815286,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,67.0,1.3069520232024463,53.43351910828026,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,68.0,1.287685926552791,54.05055732484077,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,69.0,1.3076640769934198,52.56767515923567,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,70.0,1.3046062588691711,53.98089171974522,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,71.0,1.2838152016803717,54.16003184713376,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,72.0,1.2680606162472137,55.10549363057325,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,73.0,1.2609794132269112,56.29976114649681,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,74.0,1.2345086901810518,56.041003184713375,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,75.0,1.171501818356241,58.0015923566879,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,76.0,1.2568641377102798,56.91679936305732,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,77.0,1.2096166792948535,56.55851910828026,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,78.0,1.2855331370025684,56.80732484076433,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,79.0,1.196938306662687,56.65804140127389,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,80.0,1.246288017862162,56.0609076433121,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,81.0,1.2277057174664394,57.86226114649681,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,82.0,1.2170130523147098,58.09116242038217,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,83.0,1.1985959790314835,57.7328821656051,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,84.0,1.2240088479534077,57.34474522292994,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,85.0,1.1815188162645716,58.7281050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,86.0,1.1713874613403514,59.42476114649681,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,87.0,1.1862385899397978,59.88256369426752,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,88.0,1.1654070209545695,59.35509554140128,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,89.0,1.230965736944964,59.15605095541401,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,90.0,1.1575936219494811,60.80812101910828,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,91.0,1.153145285928325,60.56926751592356,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,92.0,1.1365315644604386,61.30573248407644,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,93.0,1.1472842826205454,60.98726114649681,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,94.0,1.1180110843318285,60.7484076433121,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,95.0,1.1328913558060956,61.116640127388536,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,96.0,1.109844853923579,61.932722929936304,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,97.0,1.1469529897544035,62.14171974522293,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,98.0,1.09671987849436,62.848328025477706,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,99.0,1.1256488702099794,61.24601910828026,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/vanilla_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,100.0,1.083526035023343,63.59474522292994,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,1.0,2.353061630467701,9.952229299363058,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,2.0,2.4255656679724438,9.952229299363058,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,3.0,2.3690868851485525,10.589171974522293,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,4.0,2.3187686592150647,12.380573248407645,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,5.0,2.206522738098339,14.42078025477707,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,6.0,2.0592022261042504,22.193471337579616,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,7.0,1.9690654270208563,24.37300955414013,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,8.0,1.9299921313668515,24.980095541401276,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,9.0,1.831635299761584,26.184315286624205,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,10.0,1.754839357297132,30.583200636942674,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,11.0,1.724478620632439,32.36464968152866,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,12.0,1.6964365084459827,33.14092356687898,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,13.0,1.6503787526659146,34.99203821656051,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,14.0,1.6360966772030874,35.13136942675159,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,15.0,1.5967388312528088,36.44506369426752,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_True_seed_3_Dec3.csv,,,,,,,,,,,,16.0,1.554070885014382,37.97770700636943,,,,,,,
